event,text,class_label,event_type
2013_glasgow_helicopter-crash,A tribute to Glasgow by me #Clutha #helicoptercrash #Glasgow ,informative,accident
2013_glasgow_helicopter-crash,It was a Scottish Police helicopter that crashed into Glasgow pub 125 firefighters on location !,informative,accident
2013_glasgow_helicopter-crash,Glasgow Helicopter Crash: At Least Six Dead ,informative,accident
2013_glasgow_helicopter-crash,RT @STVNews: STV News understands three people have died on board the police helicopter that crashed in Glasgow tonight. ,,accident
2013_glasgow_helicopter-crash,RT @BBCBreaking: Photo shows #helicopter crash at #Clutha pub in Glasgow  &amp; ,informative,accident
2013_glasgow_helicopter-crash,'Numerous' casualties in Glasgow helicopter crash; people remain trapped in unstable pub ,informative,accident
2013_glasgow_helicopter-crash,@garybarlow Sad day. Prayers for #Clutha victims,informative,accident
2013_glasgow_helicopter-crash,#Clutha emergency services doing a great job tonight,informative,accident
2013_glasgow_helicopter-crash,"Busy morning... Helicopter crashed into a busy pub in Glasgow, Scotland. Police say 3 dead, but number almost certainly will go up.",informative,accident
2013_glasgow_helicopter-crash,"RT @NewsTalk2UE: Reports a police helicopter crashed into the Glasgow pub, which was packed on a Friday night. Picture from @Janney_h http:鈥?en",,accident
2013_glasgow_helicopter-crash,Canada-CBC News:  Police helicopter fell like a stone through roof of Glasgow pub . More #Aviation #news - ,informative,accident
2013_glasgow_helicopter-crash,Police helicopter crashes into pub in Glasgow ! Terrible - was there just a few weeks ago thoughts with all involved,informative,accident
2013_glasgow_helicopter-crash,"Coming up: Journalist @ConnorGillies is on the scene of a helicopter crash in #Glasgow, he joins @KumiTaguchi ",informative,accident
2013_glasgow_helicopter-crash,RT @SkyNewsBreak: Update - Police Scotland: 32 people taken to hospitals across Glasgow after police helicopter crashed into pub,informative,accident
2013_glasgow_helicopter-crash,RT @mattleslie74: My father telling me barstaff and customers didn't run away but formed a human chain to pass out the injured #Clutha,informative,accident
2013_glasgow_helicopter-crash,RT @gemmaoaten: Thoughts with Glasgow -devastating helicopter tragedy &amp; now Paul Walkers heartbreaking death. I urge you to love &amp; embrace 鈥?en,,accident
2013_glasgow_helicopter-crash,"RT @RadioClydeNews: #Clutha Crash Victims Named: Robert Jenkins, 61, Mark O鈥橮rey, 44, both from East Kilbride. 1/2.",informative,accident
2013_glasgow_helicopter-crash,"Helicopter Crashes Into Pub In Glasgow, Scotland: LONDON (AP) 鈥?A helicopter crashed late Friday night into th... ",informative,accident
2013_glasgow_helicopter-crash,Death toll rises to nine in Glasgow helicopter crash and police fear more pub goers could be found in the rubble ,informative,accident
2013_glasgow_helicopter-crash,More of those who died when a police helicopter crashed into a busy Glasgow pub on Friday have been named. ,informative,accident
2013_glasgow_helicopter-crash,RT @ZoraSuleman: A helicopter has crashed into a pub in Glasgow ,informative,accident
2013_glasgow_helicopter-crash,RT @VillarrealCF: We just learned about last night's helicopter crash in Glasgow. Our thoughts+hearts are with all the Glaswegians involved鈥?en,,accident
2013_glasgow_helicopter-crash,"Police helicopter crashes into packed Glasgow pub, killing at least 8: By Marian Smith and Elisha Fieldstadt, ... ",informative,accident
2013_glasgow_helicopter-crash,BBC News - All Glasgow helicopter crash victims named ,informative,accident
2013_glasgow_helicopter-crash,RT @LucyJWhyte: Helicopter removed from #Clutha bar ,informative,accident
2013_glasgow_helicopter-crash,RT @WBCSays: Westboro Baptist Church to protest funerals of #Clutha drunks! #GlasgowHelicopter #Scotland   ,,accident
2013_glasgow_helicopter-crash,Experts are to begin examining the police helicopter which crashed into the Clutha pub in Glasgow on Friday night.,informative,accident
2013_glasgow_helicopter-crash,Thoughts are with those who were affected by the helicopter crash in Glasgow xx,informative,accident
2013_glasgow_helicopter-crash,Motormouth Katie Hopkins says sorry over 'offensive' tweet after Scottish helicopter crash. she blames 'poor timing'. ,informative,accident
2013_glasgow_helicopter-crash,Reports suggest police helicopter involved in Glasgow crash,informative,accident
2013_glasgow_helicopter-crash,RT @poppypride1: Happy St. Andrew's day to all my Scottish friends and also sending prayers to families affected by helicopter crash http:/鈥?en,,accident
2013_glasgow_helicopter-crash,RT @TheRealNickJury: Deeply impressed by the humanity and words spoken tonight by Jim Murphy MP. #glasgow #helicopter,informative,accident
2013_glasgow_helicopter-crash,"Police helicopter crashes into Glasgow pub causing 'a number of casualties': By Elisha Fieldstadt, NBC NewsA h... ",informative,accident
2013_glasgow_helicopter-crash,Horrific scenes from this helicopter crash in Glasgow- just hope the images betray the outcome. Thoughts to all those affected. #clutha,informative,accident
2013_glasgow_helicopter-crash,RT @MPSIslington: Police Helicopter crashes in Glasgow   Our thoughts are with the victims,informative,accident
2013_glasgow_helicopter-crash,RT @iframpton: 鈥淍MartinOwens: what a lucky escape #clutha #glasgow  he survived!,informative,accident
2013_glasgow_helicopter-crash,This helicopter crash business is terrible.,informative,accident
2013_glasgow_helicopter-crash,"RT @glasgow_taxis: Anyone with loved ones in hospital from #Clutha &amp; struggling for transport to visit, we'll provide free taxis 01414297070",informative,accident
2013_glasgow_helicopter-crash,#hot #trending #news 'Three dead' in pub helicopter crash   #socialshakeup,informative,accident
2013_glasgow_helicopter-crash,Thought's with all those in Glasgow involved in the tragic accident involving a Police Helicopter x,informative,accident
2013_glasgow_helicopter-crash,Wow thoughts with everyone affected by the helicopter crash in Glasgow! What ashame 馃槬,informative,accident
2013_glasgow_helicopter-crash,RT @celticfcnews: Celtic manager Neil Lennon pays respect to victims of Glasgow helicopter crash  #DailyMail #Celtic,informative,accident
2013_glasgow_helicopter-crash,"鈥楥lutha helicopter crash robbed me of the best dad you could hope for,鈥?says victim's son: THE teenage son of helicopter disaster vic...",informative,accident
2013_glasgow_helicopter-crash,RT @lgbtqnation: Westboro Baptist Church: Scotland's 'fag marriage' caused deadly helicopter crash - ,not_informative,accident
2013_glasgow_helicopter-crash,Helicopter crash in Glasgow!!!?! Thoughts to all those involved.,informative,accident
2013_glasgow_helicopter-crash,RT @guardiannews: Glasgow helicopter crash: firefighters begin removing wreckage from Clutha ,informative,accident
2013_glasgow_helicopter-crash,Heart goes out to those affected by the situation in the helicopter crash in Scotland.,informative,accident
2013_glasgow_helicopter-crash,RT @GlasgowChurches: Churches respond to Clutha helicopter crash (includes prayer) ,informative,accident
2013_glasgow_helicopter-crash,Thinking of those involved in the Glasgow helicopter crash x,informative,accident
2013_glasgow_helicopter-crash,RT @scotfire_east: Chief Officer Alasdair Hay pays tribute to SFRS staff for their dedicated and professional response at #Clutha Vaults ht鈥?en,,accident
2013_glasgow_helicopter-crash,Police Helicopter Crashes Through Music Pub Roof in Glasgow ,informative,accident
2013_glasgow_helicopter-crash,"RT @_emj: Happy St Andrew's Day, oh beautiful Scotland! Praying for those affected by the helicopter crash in Glasgow.",informative,accident
2013_glasgow_helicopter-crash,"RT @BBCBreaking: Joe Cusker, 59, becomes 10th person to die following police helicopter crash on Glasgow's #Clutha pub in November - @polic鈥?en",,accident
2013_glasgow_helicopter-crash,"Alex Salmond Moron obviously has to jump in and get a wee tiny bit of publicity, pisses me off #SNP #Scotland #Glasgow #Helicopter #crash",not_informative,accident
2013_glasgow_helicopter-crash,RT @WeeNightOwl: @policescotland @Scotambservice @scotfire_west Hope all goes well w/#Clutha incident. You're all fantastic &amp; whole #Glasgo鈥?en,,accident
2013_glasgow_helicopter-crash,Hoping people are ok at Clutha pub in Glasgow. Tragic. Helicopter crash.,informative,accident
2013_glasgow_helicopter-crash,Scenes of devastation after crash: One story dominates the Sunday front pages - the helicopter crash in Glasgo... ,informative,accident
2013_glasgow_helicopter-crash,RT @BBCNews: Names released of 4 more victims of Glasgow #helicopter crash at #Clutha bar  &amp; ,informative,accident
2013_glasgow_helicopter-crash,"RT @Darylbeech: This is one of the worst days of the year in Glasgow! Black Saturday, RIP to those killed in the helicopter crash.",informative,accident
2013_glasgow_helicopter-crash,"RT @ABC: Police Helicopter Falls Onto Crowded Pub in Glasgow, Scotland ",informative,accident
2013_glasgow_helicopter-crash,RT @Essexpolicefed: Helicopter crew killed in Glasgow become first people on Roll of Honour for Police Scotland  http鈥?en,,accident
2013_glasgow_helicopter-crash,RT @crushtina: Helicopter crash into Clutha. Praying they'll get everyone out. ,informative,accident
2013_glasgow_helicopter-crash,@robinince Hi Robin any chance of a RT.  Clutha house bands benefit album 4 the victims of the helicopter crash.,not_informative,accident
2013_glasgow_helicopter-crash,#TheGuardian Glasgow helicopter crash investigation finds no evidence of engine failure: Interim report reveal... ,informative,accident
2013_glasgow_helicopter-crash,RT @SEBHEUPDATE: Helicopter crash funeral being held  #SEBHEUPDATE,informative,accident
2013_glasgow_helicopter-crash,UPDATED: Officials: 'Numerous' casualties in Glasgow helicopter crash ,informative,accident
2013_glasgow_helicopter-crash,Eight die in Glasgow pub helicopter crash (The Sydney Morning Herald ): Share With Friends:  |  | Top News Sto... ,informative,accident
2013_glasgow_helicopter-crash,RT @Scotspolfed: PC Tony Collins #lestweforget #Clutha ,not_informative,accident
2013_glasgow_helicopter-crash,Folk thats making jokes about the helicopter crash....use are the jokes!! pathetic heartless freaks!!,informative,accident
2013_glasgow_helicopter-crash,BBC News - Glasgow helicopter crash: Aircraft removed from pub ,informative,accident
2013_glasgow_helicopter-crash,RT @BBCBreaking: Names of four more people who died in Glasgow #helicopter crash released by police ,informative,accident
2013_glasgow_helicopter-crash,@biebersxcunty VIDEO: Nine helicopter crash victims named  @onedirslaytion,informative,accident
2013_glasgow_helicopter-crash,RT @STVNews: A helicopter has crashed into the roof of the Clutha Bar is Stockwell Street in Glasgow ,informative,accident
2013_glasgow_helicopter-crash,@onedirslaytion VIDEO: Crash helicopter removed from pub: Emergency services have removed a helicopter which crashed i...  @orgasmicgomez,informative,accident
2013_glasgow_helicopter-crash,"Death toll for the helicopter crash keeps rising. Thoughts go out to those affected, horrendous scenes.",informative,accident
2013_glasgow_helicopter-crash,RT @RT_com: UPDATE: Helicopter that crashed into #Glasgow pub belonged to @policescotland ,informative,accident
2013_glasgow_helicopter-crash,So tragic!馃槦 May they RIP X 鈥淍the_overtones: Watching the news about the helicopter crash in Glasgow 9 people reported killed . Very sad Tx鈥?en,,accident
2013_glasgow_helicopter-crash,Come on @BBCOne give the families time to grieve before airing your story of the helicopter crash! #norespect,informative,accident
2013_glasgow_helicopter-crash,"RT @BBCBreaking: IN PICTURES - Aftermath of #Clutha pub helicopter crash that killed 8, seriously injured 14  ",,accident
2013_glasgow_helicopter-crash,8 Killed in Scotland Helicopter Crash ,informative,accident
2013_glasgow_helicopter-crash,"RT @p_mcpartlin: Esperanza, the band playing at #Clutha tonight say on Facebook they are all safe but don't know about others in pub http:/鈥?en",,accident
2013_glasgow_helicopter-crash,RT @ClaireEmilyM: Absolute arseholes on the TV behind Jim Murphy. Have a bit of respect. #Clutha,informative,accident
2013_glasgow_helicopter-crash,"RT @janeywaney78: Just heard about the Helicopter crash in Glasgow, My thoughts are with everyone involved #rip",informative,accident
2013_glasgow_helicopter-crash,RT @AssedBaig: 16-year-old arrested over comments made online after helicopter crash. Allegedly posted racist and sectarian comments on soc鈥?en,,accident
2013_glasgow_helicopter-crash,"@onedirslaytion VIDEO: 'I saw helicopter crash into pub': Gordon Smart, Editor of the Sun's Scottish section, has told...  @orgasmicgomez",informative,accident
2013_glasgow_helicopter-crash,"RT @thesundaytimes: #Glasgow latest - eight people killed, 14 seriously injured as investigation into helicopter crash continues ",,accident
2013_glasgow_helicopter-crash,RT @BBCBreaking: Photo shows wreckage of police #helicopter at Glasgow's #Clutha pub  &amp; ,informative,accident
2013_glasgow_helicopter-crash,Officials confirm 8 people killed in Glasgow helicopter crash - CTV News ,informative,accident
2013_glasgow_helicopter-crash,Rest in Peace to all those who have lost their lives in #Clutha Makes me proud to see Glasgow working together to help friends and family,informative,accident
2013_glasgow_helicopter-crash,RT @RFC_Official: The thoughts of everyone at #Rangers Football Club are with those affected by last night's tragic helicopter crash in Gla鈥?en,,accident
2013_glasgow_helicopter-crash,"RT @MhicPhoto: If somebody needs help, You just run in and help them. I think that's just the rules. Well said man! #Clutha #TheCrashThatSh鈥?en",,accident
2013_glasgow_helicopter-crash,RT @mrjakehumphrey: My #hero of the day...Frank Mckeown who captained Stranraer at Clyde after working till 8am at the #Glasgow helicopter 鈥?en,,accident
2013_glasgow_helicopter-crash,Coming up at 7 with @corriemartin1 - the latest from our reporter @GillianWheelan on the #clutha helicopter crash in Glasgow.,informative,accident
2013_glasgow_helicopter-crash,RT @MetroUK: A police helicopter has crashed into a crowded Glasgow bar ,informative,accident
2013_glasgow_helicopter-crash,Canny believe that helicopter crash last night!,informative,accident
2013_glasgow_helicopter-crash,Just reading about the helicopter crash in glasgow. My thoughts go out to all the family and friends of those involved.,informative,accident
2013_glasgow_helicopter-crash,RT @MorayMP: Such sad news from Glasgow. Thoughts with all those affected and appreciation to all responders #Clutha   ,,accident
2013_glasgow_helicopter-crash,NEWS: A book of condolence has been opened at Liverpool town hall for the victims of the Glasgow helicopter crash.,informative,accident
2013_glasgow_helicopter-crash,Thoughts go out to those trapped in the glasgow helicopter crash,informative,accident
2013_glasgow_helicopter-crash,Deeply saddened to hear about the helicopter crash in #Glasgow. My thoughts are with the families. :(,informative,accident
2013_glasgow_helicopter-crash,Anguished relatives say the response to the Glasgow helicopter crash is taking too long  ,informative,accident
2013_glasgow_helicopter-crash,"RT @Gabicabi: The more that emerges about the bravery of #Clutha rescuers, the more awestruck I become. Ordinary people doing extraordinary鈥?en",,accident
2013_glasgow_helicopter-crash,My thoughts are with those in Glasgow following the Helicopter crash last night. Shocking. :(,informative,accident
2013_glasgow_helicopter-crash,"@onedirslaytion VIDEO: 'We heard a bang and screaming': A helicopter has crashed into a the roof of pub in Glasgow, re...  @orgasmicgomez",informative,accident
2013_glasgow_helicopter-crash,"Emergency services in Glasgow deserve medals. Helicopter crash, large city centre fire and someone struck by a train in one night.",informative,accident
2013_glasgow_helicopter-crash,#News 32 to Hospital After Glasgow Helicopter Crash ,informative,accident
2013_glasgow_helicopter-crash,RIP to all that have passed in the helicopter crash in Glasgow. Hope that everyone still there can be taken out as soon as possible. 馃挄馃挆馃槆,informative,accident
2013_glasgow_helicopter-crash,"Hats off to @WillieArmstro12 who dedicated a tune to everyone, including the emergency services involved in #Clutha",informative,accident
2013_glasgow_helicopter-crash,RT @TIME: Update: At least 8 dead and dozens injured in Glasgow helicopter crash ,informative,accident
2013_glasgow_helicopter-crash,what's this I hear about a helicopter crash into a pub in Glasgow?,not_informative,accident
2013_glasgow_helicopter-crash,Viral on Google News: Glasgow police helicopter crash: Live updates as 'three people feared dead ... - Mir ,informative,accident
2013_glasgow_helicopter-crash,RT @HeyimShannonWbu: R.i.p to the people who died in the helicopter crash in Glasgow.,informative,accident
2013_glasgow_helicopter-crash,"Praying for minimal injuries#helicoptercrash #GlasgowCrash #clutha, had a couple of good nights in there .",informative,accident
2013_glasgow_helicopter-crash,"Just woke up to hear about the Glasgow helicopter crash, such a shame, thoughts with all involved.",informative,accident
2013_glasgow_helicopter-crash,Whilst I appreciate it is sad about Paul Walker what about the officers and customers killed in the helicopter crash in Glasgow,informative,accident
2013_glasgow_helicopter-crash,RT @weesamsdad: Take a look at what @elkpga had to say about the Clutha helicopter crash - words fail me &gt;,,accident
2013_glasgow_helicopter-crash,@onedirslaytion VIDEO: Helicopter pilot's funeral held: The first of the funerals for those who died in the Glasgow helicop...  @_Madting,informative,accident
2013_glasgow_helicopter-crash,One of the helicopter's rotor blades being removed from crash scene for examination #Clutha #Glasgow ,informative,accident
2013_glasgow_helicopter-crash,@orgasmicgomez Glasgow helicopter victim named  @onedirslaytion,informative,accident
2013_glasgow_helicopter-crash,"RT @BBCBreaking: People being pulled out of #Clutha pub after Glasgow #helicopter crash, eyewitness tells BBC News ",informative,accident
2013_glasgow_helicopter-crash,RT @sweirz: Tonight's #Clutha story really sums up where all media is now when it comes to breaking news - a distant second to eyewitness #鈥?en,,accident
2013_glasgow_helicopter-crash,"so a helicopter crash , train derailment and paul walker dead!! 2013 finishing of were it began ...shite!!",not_informative,accident
2013_glasgow_helicopter-crash,"RT @TelegraphNews: Glasgow helicopter crash: more bodies could be found, warns Alex Salmond ",informative,accident
2013_glasgow_helicopter-crash,"@wreckingbaIl Bond Air Services suspends flights of its EC 135 helicopter - the same model which crashed in Glasgow, ...  @onedirslaytion",informative,accident
2013_glasgow_helicopter-crash,Police helicopter crashes on Glasgow bar roof - The Scotsman:  Hope all involved are OK #CluthaAccident,informative,accident
2013_glasgow_helicopter-crash,RIP #9 #Clutha #cluthabar #cluthavaults so very sad,informative,accident
2013_glasgow_helicopter-crash,RT @GlasgowCC: Police Casualty Bureau number is 0800 092 0410 #Clutha #PSHelicopter,informative,accident
2013_glasgow_helicopter-crash,So sad the helicopter crash in Glasgow. ..hope everyone is ok :-(,informative,accident
2013_glasgow_helicopter-crash,RT @SkyNewsBreak: Update - Reports of multiple people trapped after helicopter crashes into the roof of a pub in Glasgow,informative,accident
2013_glasgow_helicopter-crash,RT @BBCScotlandNews: In pictures: Floral tributes laid at the #Clutha crash scene  + ,informative,accident
2013_glasgow_helicopter-crash,Thoughts and prayers with all affected by this helicopter crash. #Glasgow,informative,accident
2013_glasgow_helicopter-crash,"@GlasgowCC Can we donate money online for #Clutha, as well as over the phone?",informative,accident
2013_glasgow_helicopter-crash,"Mark O'Prey's family: we keep calling Marks phone, it just keeps ringing #Clutha",informative,accident
2013_glasgow_helicopter-crash,"The death toll in the Glasgow helicopter crash rises to 10 as Bond Air Services, which operated the EC 135 aircraft, ...  @onedirslaytion",informative,accident
2013_glasgow_helicopter-crash,Wow. Fireman working at the Glasgow helicopter crash til 8am is captaining Stranraer in the Scottish Cup this afternoon. Made of other stuff,informative,accident
2013_glasgow_helicopter-crash,RT @Scotambservice: Our thoughts this morning are with those affected by the tragic accident in Glasgow #Clutha,informative,accident
2013_glasgow_helicopter-crash,RT @guardian: Glasgow helicopter crash: police name victim:  ,informative,accident
2013_glasgow_helicopter-crash,RT @SkyNews: Third Police Helicopter Crash In Scotland ,informative,accident
2013_glasgow_helicopter-crash,Glasgow helicopter crash: Flags to fly at half-mast across Scotland after tragedy  #uknews #news,informative,accident
2013_glasgow_helicopter-crash,"imagine drinking at a bar, now imagine a helicopter crashing into it #glasgow #wow",informative,accident
2013_glasgow_helicopter-crash,Rescue efforts in full operation. Given an incident of this scale we must all prepare ourselves for the likelihood of fatalities #Clutha,informative,accident
2013_glasgow_helicopter-crash,NEWS: Sky News report 6 people have died after helicopter crashed into pub in #Glasgow. 32 in hospital. @tomcroasdell has the latest next,informative,accident
2013_glasgow_helicopter-crash,"Helicopter crashes into Glasgow pub, many fatalities feared - Times of India: Times of IndiaHelicopter crashes... ",informative,accident
2013_glasgow_helicopter-crash,Watched @ScotlandTonight with a lump in my throat. A dignified but heart wrenching look back on the #Clutha tragedy. Still so surreal,informative,accident
2013_glasgow_helicopter-crash,BBC News - Police helicopter crashes into Clutha Vaults pub in Glasgow ,informative,accident
2013_glasgow_helicopter-crash,@biebersxcunty Prince visits after helicopter crash  @onedirslaytion,informative,accident
2013_glasgow_helicopter-crash,Emergency services on roof of #clutha trying to get through debris. Helicopter was only police chopper in Scotland #GlasgowHelicopterCrash,informative,accident
2013_glasgow_helicopter-crash,"Anyone in Glasgow who is able to, please make a trip to Nelson Mandela Place to give blood 鈾?Thank you. #Clutha",informative,accident
2013_glasgow_helicopter-crash,Scottish Authorities Seek Clues to Copter Crash: Workers are cautiously removing the wreckage of a helicopter ... ,informative,accident
2013_glasgow_helicopter-crash,So disgusting that church blaming the helicopter crash on the gay marriage bill because god wouldn't accept it..Yet there all inter breeding,informative,accident
2013_glasgow_helicopter-crash,Glasgow: Helicopter Crashes into Clutha Vaults Pub in Scotland ,informative,accident
2013_glasgow_helicopter-crash,RT @Daily_Record: Glasgow helicopter crash tragedy: Rescuers give up hope of finding anyone alive as ninth body is recovered fro... ,,accident
2013_glasgow_helicopter-crash,RT @Das_Beard: Hopefully emergency services will do the business and save them all in Glasgow. Keep your fingers crossed. SP99 #clutha,informative,accident
2013_glasgow_helicopter-crash,Say a prayer for those in Glasgow affected by the helicopter crash. Hoping everyone makes it out okay.,informative,accident
2013_glasgow_helicopter-crash,Police helicopter crashes into busy Glasgow pub: Firefighters have been working through the night to rescue people trapped inside the...,informative,accident
2013_glasgow_helicopter-crash,.@onedirslaytion Clutha hate comments investigated: Online hate comments about the Glasgow helicopter crash which killed ni...  @_Madting,informative,accident
2013_glasgow_helicopter-crash,RT @StephenNolan: Another pic of the scene of helicopter crash in Glasgow tonight ,informative,accident
2013_glasgow_helicopter-crash,鈥淍SadieCybernat: movie directors who show folk turning vicious when under threat trampling weak proven wrong by #Clutha. People are good!鈥?en,,accident
2013_glasgow_helicopter-crash,RT @jimmurphymp: Terrible here in Glasgow Helicopter crashed into roof of pub,informative,accident
2013_glasgow_helicopter-crash,"Photo: Kirsty Nelis, reported locally as police officer killed in #Glasgow helicopter crash  ",informative,accident
2013_glasgow_helicopter-crash,"RT @RealScotNews: Police Scotland confirm the body of Gary Arthur, 48, from Paisley has been recovered from wreckage of #Clutha Bar ",,accident
2013_glasgow_helicopter-crash,"Police helicopter crashes into busy Scottish pub, trapping revelers -  GLASGOW (Reuters) - A police helicopter... ",informative,accident
2013_glasgow_helicopter-crash,"RT @sportingintel: A helicopter has apparently crashed into a bar in Glasgow, the Clutha. Updates via @scotscribbler and others.",informative,accident
2013_glasgow_helicopter-crash,@onedirslaytion Helicopter Crash: Relatives Face Anxious Wait: A very sensitive and complex rescue operation is taki...  @orgasmicgomez,informative,accident
2013_glasgow_helicopter-crash,"Only in Glasgow would someone involved in a huge accident like #clutha say 'the band brought the house down', brilliant! @BBCNews #bbcnews",informative,accident
2013_glasgow_helicopter-crash,Glasgow helicopter crash: Prosecutors told 'to take a hard line' as they investigate online hate comments: ,informative,accident
2013_glasgow_helicopter-crash,Just got back from the fratellis and found out that where we passed there was a helicopter crash in Glasgow!,informative,accident
2013_glasgow_helicopter-crash,"Helicopter crashes into Glasgow pub: Helicopter crashes into pub on banks of River Clyde in Glasgow, MP Jim Mu... ",informative,accident
2013_glasgow_helicopter-crash,#Clutha pub Pope Francis has sent a message expressing his closeness to the people of Glasgow following the Clutha helicopter tragedy.,informative,accident
2013_glasgow_helicopter-crash,.@onedirslaytion Death toll from pub helicopter crash rises: Five people were killed inside the pub and three in the h...  @orgasmicgomez,informative,accident
2013_glasgow_helicopter-crash,RT @djiandavies: #clutha sad news coming out of #Glasgow prayers for all involved and effected by this #GlasgowHelicopter,informative,accident
2013_glasgow_helicopter-crash,Heart and Thoughts with #Glasgow &lt;3 - Eight dead at #Clutha pub ,informative,accident
2013_glasgow_helicopter-crash,Terrible news of a police helicopter crashing into Clutha Bar in Glasgow last night. Thinking of all those involved.,informative,accident
2013_glasgow_helicopter-crash,"RT @mattmoorek: John McGarrigle believes his father, John Snr, has died in the helicopter crash at the Clutha bar. ",informative,accident
2013_glasgow_helicopter-crash,1 fatality and 32 injured in Glasgow helicopter pub crash.,informative,accident
2013_glasgow_helicopter-crash,"Nasty Katie Hopkins apologises after making cruel, disgusting remarks over Glasgow helicopter crash #CompleteTwat!  ",informative,accident
2013_glasgow_helicopter-crash,32 to Hospital After Glasgow Helicopter Crash: The Scottish police say 32 people have been taken to hospitals ... ,informative,accident
2013_glasgow_helicopter-crash,RT @SgtJamesMain: @policescotland have issued a helpline for anyone concerned about family following the Glasgow helicopter crash on 0800 0鈥?en,,accident
2013_glasgow_helicopter-crash,@RealScotNews: 10th person dies following the incident at the #Clutha Vaults bar. Joe Cusker (59) of Cambuslang died earlier today.So sad.,informative,accident
2013_glasgow_helicopter-crash,Condolences to the families of all those who died in the #clutha accident. No one should go to work or a night out and not come home.,informative,accident
2013_glasgow_helicopter-crash,"RT @tourscotland: As you will have gathered by now the people of Glasgow, Scotland, are kind and brave, the best of folks #Clutha",not_informative,accident
2013_glasgow_helicopter-crash,News: Glasgow. | ...the 10 victims of the Glasgow helicopter crash: He hopes the reborn pub will be 鈥渁 focus f... ,informative,accident
2013_glasgow_helicopter-crash,Can't believe a helicopter crash has happened so close to home...,not_informative,accident
2013_glasgow_helicopter-crash,Thoughts and prayers are with the people involved in the Glasgow helicopter crash at Clutha in way. Sending love to those who helped 馃檹,informative,accident
2013_glasgow_helicopter-crash,"Thinking of anyone up there, sounds awful BBC News - Glasgow helicopter crash: At least three dead at Clutha pub ",informative,accident
2013_glasgow_helicopter-crash,RT @policescotland: Officers appeal for any footage of the Clutha incident #Clutha #pshelicopter  ,informative,accident
2013_glasgow_helicopter-crash,RT @SkyNews: Helicopter Crashes Into Glasgow Pub Roof - MP ,informative,accident
2013_glasgow_helicopter-crash,"鈥淍BBCBreaking: Glasgow #helicopter crash: It's just a horrible, horrible scene, @stricksmate when did you start reporting the news?",informative,accident
2013_glasgow_helicopter-crash,has anyone heard of the helicopter that smashed down into a glasgow pub,informative,accident
2013_glasgow_helicopter-crash,RT @SkyNewsBreak: Police Scotland says 11 people remain in hospital following #Glasgow helicopter crash,informative,accident
2013_glasgow_helicopter-crash,Crash helicopter removed from pub: Rescuers remove a helicopter which crashed into a busy Glasgow pub on Frida... ,informative,accident
2013_glasgow_helicopter-crash,RT @TheScotsman: Prince Charles visits Clutha helicopter crash site ,informative,accident
2013_glasgow_helicopter-crash,RT @RadioClydeNews: Was anyone at the scene of the helicopter crash at the Clutha Vaults bar in Glasgow? Contact our newsroom on 0141 565 2鈥?en,,accident
2013_glasgow_helicopter-crash,Daylight shots of the Glasgow helicopter pub crash:  ,informative,accident
2013_glasgow_helicopter-crash,RT @CBSNews: Helicopter crashes into roof of pub in Glasgow ,informative,accident
2013_glasgow_helicopter-crash,That helicopter crash looks awful :(,informative,accident
2013_glasgow_helicopter-crash,Respect to those involved in the clutha bar helicopter crash in Glasgow ,informative,accident
2013_glasgow_helicopter-crash,Sad news about the helicopter crash in Glasgow....,informative,accident
2013_glasgow_helicopter-crash,Thought this morning with those involved in the helicopter crash. And those involved through the long night helping at the scene and A&amp;E's,informative,accident
2013_ny_train-crash,OMG. 鈥淍WSJ: Breaking: A Metro-North passenger train has derailed in New York City.  ,,accident
2013_ny_train-crash,"RT @AP: Funeral held for Kisook Ahn, one of four passengers killed in NYC train derailment:  -RJJ",informative,accident
2013_ny_train-crash,RT @Breaking911: SPEED DID IT: NTSB Says Derailed NYC Train Was Going 82 MPH Heading Into 30 MPH Curve - -  -,informative,accident
2013_ny_train-crash,RT @nbarkakati: Metro North Railroad train crash... perhaps Positive Train Control (PTC) would have helped. GAO had a recent report: http:/鈥?en,,accident
2013_ny_train-crash,RT @maciric: Live Feed Link for Metro North Derailment in Bronx ,informative,accident
2013_ny_train-crash,NY train crash engineer 'nodded off': The engineer who was involved in Sunday's New York train derailment apparently was nodding off...,informative,accident
2013_ny_train-crash,"RT @AusNewsNetwork: UPDATE: #NYC Train derailment: At least 4 dead, 48 injured in Bronx, NY. Sending 4 cars close to the Hudson River. http鈥?en",,accident
2013_ny_train-crash,Amtrak restores service between NYC and Albany after fatal derailment; delays expected  #business,informative,accident
2013_ny_train-crash,New York train crash: 'Enormously talented' technician and nurse among victims ,informative,accident
2013_ny_train-crash,New York鈥檚 Train Derailment is a Reminder of the Importance of Sleep Health Policy ,informative,accident
2013_ny_train-crash,Man Hailed As Hero For Helping Passengers In Metro-North Derailment: The horror of the Metro-North trai...  #bronx,informative,accident
2013_ny_train-crash,RT @WSJ: Can the Metro-North train engineer be held criminally responsible for Sunday's fatal derailment? ,informative,accident
2013_ny_train-crash,RIP to Paul Walker and RIP to deaths in the Metro North derailment,informative,accident
2013_ny_train-crash,Lawsuit Planned On Behalf Of Woman Injured In Metro-North Derailment ,informative,accident
